"PremiseID","Premise","HypothesisID","Hypothesis","Grade","Label","Partition"
"premID51","He felt a dark sexual desire ","hypoID203","He felt an obscure and disquieting sexual desire",4,1,9
"premID31","Ahab was a pyramid but I kept kicking at him.  ","hypoID121","Ahab was a tomb and I kept hitting him.",2,1,9
"premID178","Words are weapons","hypoID712","Weapons are words ",2,1,9
"premID32","All the following sentences have nothing to do with this sentence ","hypoID128","He thinks these documents will become secret soon or late",1,0,9
"premID165","When it rains in Tokyo the city becomes a sea of umbrellas. ","hypoID657","Tokyo is filled with umbrellas when it rains.",4,1,9
"premID129","The iron in the tail of the animal was a restless needle. ","hypoID514","The iron in the tail of the animal was long and thin.",3,1,9
"premID183","The faculty meeting was an easy breeze","hypoID729","The faculty meeting was ridiculous ",2,1,9
"premID186","I think we should think about the roots of the problem ","hypoID737","I think we should think about the consequences of the problem ",2,1,9
"premID60","He said the leaders will have to deal with an ocean of resentment ","hypoID240","The leaders  he said  will have to confront a very widespread and intense resentment",4,1,9
"premID80","I was staring straight into the shining sun ","hypoID317","I had decided to deal with the truth",3,1,9
"premID158","This is a trap sentence ","hypoID631","This is not even semantically related",1,0,9
"premID17","she cut him down with her words ","hypoID67","she put him down with her words",4,1,9
"premID117","You'd better keep away from Bill today because he's in a black mood. ","hypoID467","You'd better keep away from Bill today because he's happy.",1,0,9
"premID177","The weeks crawled by until we could meet again","hypoID708","during the week , people crawled by until we could meet again ",2,1,9
"premID29","After letting off his rage he sat down like a lamb. ","hypoID116","After letting off his rage he sat down very mildly.",4,1,9
"premID90","Mark ’s comments are an acid bath for my nerves. ","hypoID360","Mark ’s comments are sarcastic and irritating.",4,1,9
"premID112","He felt a wave of anger ","hypoID448","he felt an intense rage",3,1,9
"premID174","The faculty meeting was a breeze","hypoID696","At the faculty meeting we talked about the breeze ",2,1,9
"premID85","She was lost in her thoughts and memories ","hypoID338","She was attentive and present to the conversation",1,0,9
"premID170","Jane knew these dicsussions were the seeds of a potential conflict","hypoID677","Jane knew these discusssions were the beginning of a potential conflict ",4,1,9
"premID77","I was home watching the days slip by from my window ","hypoID308","I was home thinking about the time I was wasting",3,1,9
"premID186","I think we should think about the roots of the problem ","hypoID740","I think we should clarify the reasons of the problem ",3,1,9
"premID37","Calm down - there's no need to get all steamed up about it. ","hypoID146","Calm down - there's no need to get enthusiastic about it.",2,1,9
"premID89","Katie’s plan to get into college was a house of cards on a crooked table ","hypoID355","Katie’s plan to get into college was hopeless and based on wishful thinking",4,1,9
"premID120","The faculty meeting was a tragedy ","hypoID480","the faculty meeting was very bad",4,1,9
"premID90","Mark ’s comments are an acid bath for my nerves. ","hypoID357","Mark made some comments about my nerves.",1,0,9
"premID64","He was so happy he felt his heart was exploding ","hypoID255","he was so happy his car exploded",1,0,9
"premID64","He was so happy he felt his heart was exploding ","hypoID256","he was very happy",3,1,9
"premID55","He is the apple of my eye. ","hypoID217","He has an apple and an eye.",2,1,9
"premID38","David is a worm for what he did to Shelia ","hypoID151","David lives underground for what he did to Shelia",2,1,9
"premID147","The war devoured so many lives. ","hypoID585","So many people were killed in the war.",4,1,9
"premID169","She said he was very sweet and he smiled ","hypoID675","She said he was very nice and he smiled",4,1,9
"premID13","an ancient anger exploded in his heart ","hypoID51","his ancient anger disappeared and he was happy",1,0,9
"premID42","She was the light of my life.","hypoID167","When it was dark I could see the road because she was shining and bright.",2,1,9
"premID11","her smile was a blinding sun ","hypoID43","her smile was wonderful and could rejoice",3,1,9
"premID131","The moment had arrived for killing the past and coming back to life ","hypoID524","the moment had arrived to think about what had happened and remember",1,0,9
"premID158","This is a trap sentence ","hypoID630","If you score this high I am sad",1,0,9
"premID121","The faculty meeting was a war ","hypoID482","The faculty meeting was highly aggressive",4,1,9
"premID131","The moment had arrived for killing the past and coming back to life ","hypoID522","the moment had arrived to stop thinking about the past and think about the future",4,1,9
"premID81","I've reached my boiling point. ","hypoID321","I am boiling some water.",2,1,9
"premID73","I asked for your help and you disappeared from radar ","hypoID291","I asked you for help and you were reparing a radar",1,0,9
"premID112","He felt a wave of anger ","hypoID445","He felt an intense anger",4,1,9
"premID156","They were burning with desire ","hypoID622","They felt an intense desire",4,1,9
"premID132","She had a heart of stone. ","hypoID526","She was cold and indifferent.",4,1,9
"premID168","You will love the new train  it is a heavenly ride ","hypoID670","You will love the new train  it is a great ride that it offers",4,1,9
"premID174","The faculty meeting was a breeze","hypoID693","The faculty meeting was ridiculous ",2,1,9
"premID182","She knew she was burning in shame","hypoID726","She knew she was feeling shame ",3,1,9
"premID123","The faculty meeting was a comedy show ","hypoID492","The faculty meeting was very interesting",1,0,9
"premID169","She said he was very sweet and he smiled ","hypoID673","She said he was covered in sugar and he smiled",2,1,9
"premID76","I never won an argument with him ","hypoID302","I never managed to prevail in an argument with him",4,1,9
"premID85","She was lost in her thoughts and memories ","hypoID339","She was distracted by her thoughts and memories",4,1,9
"premID161","War was a nightmare. ","hypoID641","I had a dream.",1,0,9
"premID60","He said the leaders will have to deal with an ocean of resentment ","hypoID238","He said the leaders will have to deal with some little displeasure",2,1,9
"premID115","The computer in the classroom was a dinosaur ","hypoID460","The computer in the classroom was very small",1,0,9
"premID22","then a colorful joy exploded in her chest ","hypoID86","then she felt an intense joy",4,1,9
"premID106","The animal in the middle of the sea was a mountain. ","hypoID423","The animal in the middle of the sea was tall.",3,1,9
"premID174","The faculty meeting was a breeze","hypoID695","The faculty meeting was very easy and relaxing ",4,1,9
"premID44","Fear had changed him to a shaken jelly. ","hypoID173","Fear made him shudder all over.",4,1,9
"premID168","You will love the new train  it is a heavenly ride ","hypoID669","You will love the new train  it goes through Heaven",2,1,9
"premID20","the wheels of justice turn slowly ","hypoID78","it might take time but eventually justice prevails",4,1,9
"premID76","I never won an argument with him ","hypoID303","I never won a battle with him",2,1,9
"premID180","The faculty meeting was a nightmare","hypoID718","The faculty meeting was calm and relaxing ",2,1,10
"premID38","David is a worm for what he did to Shelia ","hypoID152","Given what he did to Shelia I have a low opinion of David",3,1,10
"premID115","The computer in the classroom was a dinosaur ","hypoID457","In the class there was a computer that was incredibly old and big",4,1,10
"premID81","I've reached my boiling point. ","hypoID324","the news got you angry.",3,1,10
"premID154","Then they cried a sea of tears ","hypoID615","then they were very sad",3,1,10
"premID2","She was sure she was living this fantasy romance and kept deluding herself ","hypoID5","she thought she was having a romantic story",2,1,10
"premID153","She is fishing in troubled waters. ","hypoID612","She is looking for trouble.",3,1,10
"premID53","He is grinning like an ape. ","hypoID212","He is smiling in a charming way.",2,1,10
"premID83","If you are drowning in a sea of minor problems you cannot focus on what matters ","hypoID330","If you have a high number of minor problems you cannot focus on what matters",4,1,10
"premID135","The news inflamed your temper. ","hypoID537","The news made you very angry.",4,1,10
"premID22","then a colorful joy exploded in her chest ","hypoID85","then her chest exploded due to excessive joy",2,1,10
"premID87","It is sad to observe the fruits of ignorance. ","hypoID347","It is sad to observe the effects of ignorance.",4,1,10
"premID132","She had a heart of stone. ","hypoID525","She had a heart and a stone.",2,1,10
"premID62","He was in a black mood. ","hypoID248","He was irritable and angry.",4,1,10
"premID186","I think we should think about the roots of the problem ","hypoID738","I think we should think about the origins of the problem ",4,1,10
"premID27","He had a full bag of memories to unload. ","hypoID105","He had a lot of memories to communicate to someone.",3,1,10
"premID106","The animal in the middle of the sea was a mountain. ","hypoID421","The animal in the middle of the sea was large.",4,1,10
"premID97","O Moon your light is failing and now you are just a cold bow ","hypoID388","the Moon' s light is dimmer and now it has the shape of a bow",2,1,10
"premID138","The promise between us was a flower ","hypoID550","The promise  between us was strange and unsettling",1,0,10
"premID133","The new band was absolutely on fire ","hypoID530","the new band was doing absolutely great",4,1,10
"premID100","See the sun  far off  a shriveled orange in a sky gone black ","hypoID399","see the sun  far off  it looks small and orange in a sky gone black",3,1,10
"premID133","The new band was absolutely on fire ","hypoID532","the new band was very energetic and having a lot of success",4,1,10
"premID38","David is a worm for what he did to Shelia ","hypoID149","David is a despicable person for what he did to Shelia",4,1,10
"premID148","The wind howled; the waves dashed their bucklers together - we were in the jaws of death  ","hypoID591","The wind roared; the waves collided - we were in the jaws of a fish.",2,1,10
"premID83","If you are drowning in a sea of minor problems you cannot focus on what matters ","hypoID332","If you let a large number of minor problems overwhelm you you cannot focus on what matters",4,1,10
"premID8","Don't mention Tom 's promotion to Mike as it would be a red flag to a bull. ","hypoID32","The leader brushed aside the accusations.",1,0,10
"premID130","The man still had heavy feelings about the situation ","hypoID517","The man still felt a hint of suspicion about the situation",2,1,10
"premID36","By that time my friend was broken so he had to sell his house ","hypoID142","By that time my friend had no money so he had to sell his house",4,1,10
"premID147","The war devoured so many lives. ","hypoID587","The war saved so many lives.",1,0,10
"premID92","My friend said the project was a nightmare ","hypoID368","the project was particularly distressing  according to my friend",4,1,10
"premID140","The rich man had a cold heart ","hypoID558","The rich man was impulsive and mad",2,1,10
"premID59","He pleaded for her forgiveness but Janet was a statue ","hypoID235","He pleaded for her forgiveness and Janet smiled",1,0,10
"premID2","She was sure she was living this fantasy romance and kept deluding herself ","hypoID7","she was sure she was living an romantic adventure and kept deluding herself",4,1,10
"premID99","People think the old man has a sour temper ","hypoID395","people think the old man has an unsociable and aggressive temper",4,1,10
"premID154","Then they cried a sea of tears ","hypoID614","then they sailed to sea",1,0,10
"premID119","The employee swallows her anger ","hypoID476","The employee swallows her water without a sign of anger",2,1,10
"premID1","She was ready to turn her hand and heart to anything that promised to yield safety.  ","hypoID4","She was ready to fear anything that promised to yield safety.",1,0,10
"premID70","His friend was very tall and he looked like a chess piece beside him.  ","hypoID279","His friend was very tall and he looked small beside him.",4,1,10
"premID89","Katie’s plan to get into college was a house of cards on a crooked table ","hypoID356","Katie’s plan to get into college was realistic and had good chances",1,0,10
"premID19","the flowers danced in the wind ","hypoID74","the flowers moved in the wind",4,1,10
"premID24","we were sinking in an ocean of grass ","hypoID96","we were surrounded by a vast quantity of grass",4,1,10
"premID173","The warrior was a lion on the battlefield","hypoID689","The warrior was brave and strong on the battlefield ",4,1,10
"premID40","Each blade of grass was a bayonet pointed firmly at our bare feet ","hypoID158","Each blade of grass was soft under our bare feet",1,0,10
"premID145","The sky was on fire and he felt pain pouring down. ","hypoID580","The sky was white and he felt a light hint of pain.",1,0,10
"premID150","The woman had a blue feeling ","hypoID597","The woman had a joyous feeling",1,0,10
"premID93","My lawyer is a shark ","hypoID371","My lawyer is smart but lovely",1,0,10
"premID127","The house was a tomb. ","hypoID508","The house was silent.",4,1,10
"premID8","Don't mention Tom 's promotion to Mike as it would be a red flag to a bull. ","hypoID30","Don't mention Tom 's promotion to Mike as it is sure to make him angry.",4,1,10
"premID19","the flowers danced in the wind ","hypoID76","the wind danced in the flowers",2,1,10
"premID104","The Leviathan in the ocean is a moving country. ","hypoID416","The Leviathan in the ocean is small.",1,0,10
"premID90","Mark ’s comments are an acid bath for my nerves. ","hypoID358","Mark ’s comments are interesting.",1,0,10
"premID68","His condescending attitude made my blood boil. ","hypoID272","I got really angry at his condescending attitude.",4,1,10
"premID175","Silence was crushing . I knew the moment had arrived","hypoID697","Silence was total  . I knew the moment had arrived ",4,1,10
"premID107","The animal shakes its tail in the air like a whip. ","hypoID427","The animal shakes its tail in the air and it is thin and long",3,1,10
"premID170","Jane knew these dicsussions were the seeds of a potential conflict","hypoID678","Jane thought that a conflict might have started due to these discussions ",3,1,10
"premID42","She was the light of my life.","hypoID166","When I was sad or in a bad mood she would always make me feel better.",4,1,10
"premID29","After letting off his rage he sat down like a lamb. ","hypoID113","After letting off his rage he ran away.",1,0,10
"premID98","Our whole life we swim against the waves towards the green light of happiness. ","hypoID390","Our whole life we swim against the waves towards the green light of desperation.",1,0,10
"premID128","You were the golden boy back then ","hypoID511","you were the flawless boy back then",3,1,10
"premID34","And now they were leaking all kinds of documents ","hypoID133","And now all kinds of documents were being disclosed",4,1,10
"premID53","He is grinning like an ape. ","hypoID211","He is smiling in a beastly way.",3,1,10
"premID178","Words are weapons","hypoID710","Words can hurt somebody and help winning a war ",3,1,10
"premID17","she cut him down with her words ","hypoID66","she left him bored with her words",2,1,11
"premID75","I have to kill the program ","hypoID299","I have to start the program",1,0,11
"premID110","You were hanging yourself on someone else 's words ","hypoID438","You did not care about what someone else said",1,0,11
"premID144","The show was characterised by dark humor and satire ","hypoID574","The show was characterised by light humor and satire",1,0,11
"premID169","She said he was very sweet and he smiled ","hypoID674","She said he was creepy and he smiled",1,0,11
"premID101","She arrived at the grocery store with an army of children ","hypoID404","She arrived at the grocery store with very young children",1,0,11
"premID165","When it rains in Tokyo the city becomes a sea of umbrellas. ","hypoID658","When it rains in Tokyo the city becomes a sea and there are some umbrellas in it.",2,1,11
"premID19","the flowers danced in the wind ","hypoID75","the flowers were still",1,0,11
"premID108","The boss will eat me alive if the report arrives late. ","hypoID431","The boss will criticise me severely if the report arrives late.",4,1,11
"premID62","He was in a black mood. ","hypoID247","He was in a black suit",1,0,11
"premID28","Adam did not understand the root of the crisis  ","hypoID112","the reasons of the crisis were not understood by Adam",4,1,11
"premID187","You have to head straight into your fears to win them","hypoID743","you have to face your friends to win them ",2,1,11
"premID149","The woman burst in a warm laughter ","hypoID593","The woman burst in a mad laughter",1,0,11
"premID25","A break up can leave you with a broken heart. ","hypoID97","A break up can leave you with cardiac problems.",2,1,11
"premID51","He felt a dark sexual desire ","hypoID202","He felt a sexual desire hard to interpret or define",2,1,11
"premID81","I've reached my boiling point. ","hypoID323","I enjoy this situation to a certain extent.",1,0,11
"premID131","The moment had arrived for killing the past and coming back to life ","hypoID523","the moment had arrived to talk about the past and forget about life",1,0,11
"premID13","an ancient anger exploded in his heart ","hypoID52","his ancient heart exploded",2,1,11
"premID29","After letting off his rage he sat down like a lamb. ","hypoID114","After letting off his rage he sat down in a nervous way.",2,1,11
"premID44","Fear had changed him to a shaken jelly. ","hypoID176","He was not afraid.",1,0,11
"premID144","The show was characterised by dark humor and satire ","hypoID575","The show was characterised by low level gags",2,1,11
"premID33","The faculty meeting was a real war ","hypoID129","At the faculty meeting we talked about real war",2,1,11
"premID11","her smile was a blinding sun ","hypoID41","her smile was in the sky during the day",1,0,11
"premID57","He lived in a state of deep terror ","hypoID228","He lived in a state of subtle fear",2,1,11
"premID83","If you are drowning in a sea of minor problems you cannot focus on what matters ","hypoID331","If you have very little problems you cannot focus on what matters",2,1,11
"premID105","The President brushed aside the accusations ","hypoID420","The president was taken aback by the accusations",1,0,11
"premID175","Silence was crushing . I knew the moment had arrived","hypoID700","Silence was relaxing . I knew the moment had arrived ",2,1,11
"premID157","They were stirring excitement ","hypoID625","They were clearly trying to provoke some excitement",3,1,11
"premID76","I never won an argument with him ","hypoID301","I never had an argument with him",1,0,11
"premID38","David is a worm for what he did to Shelia ","hypoID150","David is a hero for what he did to Shelia",1,0,11
"premID138","The promise between us was a flower ","hypoID551","The promise between us was beautiful and fragile",4,1,11
"premID141","The roots of progress are in technological development. ","hypoID563","The causes of progress are in technological development.",4,1,11
"premID136","The old tenant gave a bittersweet speech ","hypoID542","The old tenant gave a both serene and sad speech",3,1,11
"premID142","The roots of the war were in the economical crisis ","hypoID567","The real causes of the war were in the economical crisis",4,1,11
"premID22","then a colorful joy exploded in her chest ","hypoID88","then she was very joyous all of a sudden",3,1,11
"premID126","The guy was a floating whale in the small swimming pool. ","hypoID502","The guy looked large and white in the small swimming pool.",3,1,11
"premID87","It is sad to observe the fruits of ignorance. ","hypoID346","It is sad to observe the apples of ignorance.",2,1,11
"premID108","The boss will eat me alive if the report arrives late. ","hypoID429","The boss is a cannibal and I am in danger.",2,1,11
"premID175","Silence was crushing . I knew the moment had arrived","hypoID698","There was an absolute silence and I knew that the moment had arrived ",3,1,11
"premID74","I had already planted the idea in her mind. ","hypoID293","I had already insinuated the idea to her.",4,1,11
"premID63","He was living in his dream world  shutting his eyes in front of reality ","hypoID252","He was living on his own and when he slept he used to dream",1,0,11
"premID2","She was sure she was living this fantasy romance and kept deluding herself ","hypoID8","she was sure she was reading a fantasy romance and kept deluding herself",2,1,11
"premID10","he was feeling down hurt and sad  ","hypoID39","he had a spicy heart",1,0,11
"premID138","The promise between us was a flower ","hypoID549","Our promise was something that needed care and attention",3,1,11
"premID53","He is grinning like an ape. ","hypoID210","He is grinning in a stupid manner.",3,1,11
"premID144","The show was characterised by dark humor and satire ","hypoID576","The show was known to joke about matters considered taboo and for its use of satire",4,1,11
"premID167","You disagree ? Ok  shoot ","hypoID667","You disagree ? Ok  shut up",1,0,11
"premID42","She was the light of my life.","hypoID165","She was the life of my light.",2,1,11
"premID92","My friend said the project was a nightmare ","hypoID367","the project was as easy as a breeze  according to my friend",1,0,11
"premID101","She arrived at the grocery store with an army of children ","hypoID402","She arrived at the grocery store with a massive group of children",4,1,11
"premID152","Your words surround me but I will not surrender ","hypoID608","You speak so much I am confused  I cannot keep my point",1,0,11
"premID98","Our whole life we swim against the waves towards the green light of happiness. ","hypoID389","Our whole life we ignore happiness and we focus on the waves.",2,1,11
"premID58","He looked neither one way nor the other way but sat like a carved image. ","hypoID229","He looked neither one way nor the other way but sat completely still.",4,1,11
"premID67","Here comes the fool with his foggy brain ","hypoID266","Here comes the fool with his clear vision",1,0,11
"premID162","We dug up some interesting facts ","hypoID648","We retrieved some interesting facts",4,1,11
"premID96","Now you can fade off to sleep.  ","hypoID384","Now you can wake up.",1,0,11
"premID52","He felt a sudden red pain through his leg ","hypoID205","He felt a slow uncomfortable feeling creeping up his leg",2,1,11
"premID181","When I met the boss he seemed bitter about the whole story","hypoID724","When I met the boss he seemed indifferent to the whole story ",2,1,11
"premID61","He shot down all my arguments ","hypoID243","He rendered all my arguments ineffective",3,1,11
"premID103","I was alone in a sea of unknown faces ","hypoID412","I was among many people I did not know  all alone",3,1,11
"premID116","She had a bright idea ","hypoID464","She had a good idea",4,1,11
"premID45","Floating on the waves we saw the abandoned boat a dark sight indeed. ","hypoID179","Floating on the waves we saw the abandoned boat a scary sight indeed.",3,1,11
"premID159","Those galaxies were jellyfishes in the abyss of space. ","hypoID635","Those galaxies were black in the darkness of space.",2,1,12
"premID54","He is in such a hurry he does not run  he flies ","hypoID215","Since he is in a great hurry he goes as fast as he can",3,1,12
"premID37","Calm down - there's no need to get all steamed up about it. ","hypoID145","Calm down - there's no need to get angry about it.",4,1,12
"premID172","Her pen was a knife","hypoID685","She wrote powerful and painful words ",4,1,12
"premID152","Your words surround me but I will not surrender ","hypoID606","You speak in a charming and effective way but I am not convinced",4,1,12
"premID21","You were dying to believe in what you heard ","hypoID82","You liked what you heard so much  you just wanted to believe it",4,1,12
"premID12","it is midnight now : all masks fall ","hypoID46","it is a bad time now and everything appears for what it is",3,1,12
"premID124","The girl broke into the conversation ","hypoID494","The girl gradually grew interested into the conversation",1,0,12
"premID115","The computer in the classroom was a dinosaur ","hypoID459","The computer in the classroom was very old",4,1,12
"premID8","Don't mention Tom 's promotion to Mike as it would be a red flag to a bull. ","hypoID29","Don't mention Tom 's promotion to Mike as It won't make him happy.",3,1,12
"premID53","He is grinning like an ape. ","hypoID209","He is crying.",1,0,12
"premID136","The old tenant gave a bittersweet speech ","hypoID543","The old tenant gave a ironic speech",2,1,12
"premID6","While his one live leg made lively echoes along the deck  every stroke of his dead limb sounded like a coffin tap.  ","hypoID23","While his one live leg made lively echoes along the deck every stroke of his dead limb was amusing.",1,0,12
"premID71","His purplish head was a skull under the moon. ","hypoID281","His head was bright under the moon.",3,1,12
"premID48","He always had an interest for the fruit of knowledge ","hypoID192","He always had an interest for the ways knowledge can be practically used",3,1,12
"premID9","The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow ","hypoID33","beyond the river that drifts and blows you will find the great gold apples of light",2,1,12
"premID48","He always had an interest for the fruit of knowledge ","hypoID189","He always had an interest for the benefits of knowledge",4,1,12
"premID40","Each blade of grass was a bayonet pointed firmly at our bare feet ","hypoID160","We could painfully feel each blade of grass on our bare feet",4,1,12
"premID79","I was on a rollercoaster of emotions. ","hypoID314","I was experiencing extreme changes in my feelings.",4,1,12
"premID43","I demolished his argument ","hypoID172","I liked and supported his arguments",1,0,12
"premID58","He looked neither one way nor the other way but sat like a carved image. ","hypoID232","He sat completely still looking neither one way nor the other.",3,1,12
"premID57","He lived in a state of deep terror ","hypoID226","He lived in a state of intense terror",4,1,12
"premID179","Her eyes were fireflies","hypoID713","Her eyes were small and bright ",4,1,12
"premID72","How can we build a knowledge economy if research is handcuffed? (Barque and Chaumartin 2009) ","hypoID286","How can we build a knowledge economy if research is blocked?",4,1,12
"premID128","You were the golden boy back then ","hypoID509","you were the boy with tons of gold back then",2,1,12
"premID150","The woman had a blue feeling ","hypoID598","The woman had a sad feeling",4,1,12
"premID89","Katie’s plan to get into college was a house of cards on a crooked table ","hypoID353","Katie’s college was a house of cards on a crooked table",2,1,12
"premID27","He had a full bag of memories to unload. ","hypoID107","He had many memories about a bag that he needed to unload.",2,1,12
"premID119","The employee swallows her anger ","hypoID474","The employee represses her anger",3,1,12
"premID187","You have to head straight into your fears to win them","hypoID742","You have to be honest about your fears to overcome them ",3,1,12
"premID132","She had a heart of stone. ","hypoID527","She was cruel.",4,1,12
"premID104","The Leviathan in the ocean is a moving country. ","hypoID414","The Leviathan in the ocean is huge.",4,1,12
"premID154","Then they cried a sea of tears ","hypoID616","they were very sad and cried a lot",4,1,12
"premID140","The rich man had a cold heart ","hypoID559","The rich man was selfish and indifferent",3,1,12
"premID122","The future looks very promising  ","hypoID485","the future is a cloudless sky",2,1,12
"premID134","The new city was a maze for him. ","hypoID533","He had a hard time finding his way through the new city.",4,1,12
"premID73","I asked for your help and you disappeared from radar ","hypoID289","I asked for your help and you did not answer and were impossible to find",3,1,12
"premID148","The wind howled; the waves dashed their bucklers together - we were in the jaws of death  ","hypoID589","The wind roared; the waves collided - we were fine.",1,0,12
"premID135","The news inflamed your temper. ","hypoID538","The news upset you.",3,1,12
"premID85","She was lost in her thoughts and memories ","hypoID340","She was thinking and intensely remembering",3,1,12
"premID130","The man still had heavy feelings about the situation ","hypoID519","The man still had unpleasant and negative feelings about the situation",4,1,12
"premID28","Adam did not understand the root of the crisis  ","hypoID110","Adam did not understand the reasons of the crisis",4,1,12
"premID68","His condescending attitude made my blood boil. ","hypoID269","His condescending attitude made me bleed.",1,0,12
"premID115","The computer in the classroom was a dinosaur ","hypoID458","The computer in the classroom was a lion",1,0,12
"premID173","The warrior was a lion on the battlefield","hypoID691","The warrior was a coward on the battlefield ",2,1,12
"premID4","Faith feeds among the tombs and even from these dead doubts she gathers her most vital hope. ","hypoID13","Faith comes from the tombs and feeds the doubts.",2,1,12
"premID176","He thinks these documents will leak out soon or late","hypoID704","He thinks these documents will be destroyed ",2,1,12
"premID7","David’s eyes were like daggers at Paul when Paul invited his new girlfriend to dance. ","hypoID25","David had two daggers when Paul invited his new girlfriend to dance.",2,1,12
"premID45","Floating on the waves we saw the abandoned boat a dark sight indeed. ","hypoID178","Floating on the waves we saw the abandoned boat a sad sight indeed.",4,1,12
"premID174","The faculty meeting was a breeze","hypoID694","The faculty meeting was calm ",3,1,12
"premID179","Her eyes were fireflies","hypoID714","Her eyes had a strange brightness ",3,1,12
"premID86","It always rained in my life  he said ","hypoID344","I was very unlucky in my life  he said",4,1,12
"premID143","The seeds of change were planted in 1943 ","hypoID572","The seeds of several trees were planted in 1943",2,1,12
"premID141","The roots of progress are in technological development. ","hypoID564","The mechanism that promotes progress is technological development.",3,1,12
"premID91","I embarked on life thirty years ago ","hypoID362","I started a travel thirty years ago",2,1,12
"premID49","He attacked every weak point in my argument ","hypoID195","He pointed out every weak point in my argument",4,1,12
"premID39","During the conflict the seeds of peace were planted. ","hypoID156","Janet was trying to start a conflict.",1,0,12
"premID139","The republican convention was a horror show ","hypoID556","during the republican convention people talked about a horror show",1,0,12
"premID91","I embarked on life thirty years ago ","hypoID364","My life started thirty years ago",4,1,12
"premID172","Her pen was a knife","hypoID686","She wrote sharp and accusatory words ",3,1,12
"premID163","We still ignore how the seed of life was planted on our planet ","hypoID649","We still do not know how life developed on Earth",2,1,12
"premID103","I was alone in a sea of unknown faces ","hypoID410","I was alone in a large number of unknown faces",4,1,12
